date,city,blood_bank,blood_group,units_available,thalassemia_units_required
2025-04-03,Sagar,Hope Blood Bank,B+,49,7
2025-04-03,Sagar,Hope Blood Bank,B-,20,10
2025-04-03,Sagar,Hope Blood Bank,AB+,65,8
2025-04-03,Sagar,Hope Blood Bank,AB-,4,6
2025-04-03,Sagar,Hope Blood Bank,O+,83,10
2025-04-03,Sagar,Hope Blood Bank,O-,9,8
2025-04-03,Sagar,Metro Blood Bank,A+,68,8
2025-04-03,Sagar,Metro Blood Bank,A-,17,4
2025-04-03,Sagar,Metro Blood Bank,B+,62,7
2025-04-03,Sagar,Metro Blood Bank,B-,11,4
2025-04-03,Sagar,Metro Blood Bank,AB+,78,4
2025-04-03,Sagar,Metro Blood Bank,AB-,11,0
2025-04-03,Sagar,Metro Blood Bank,O+,46,6
2025-04-03,Sagar,Metro Blood Bank,O-,5,8
2025-04-04,Bhopal,Red Cross Blood Bank,A+,82,8
2025-04-04,Bhopal,Red Cross Blood Bank,A-,37,2
2025-04-04,Bhopal,Red Cross Blood Bank,B+,57,5
2025-04-04,Bhopal,Red Cross Blood Bank,B-,10,0
2025-04-04,Bhopal,Red Cross Blood Bank,AB+,67,8
2025-04-04,Bhopal,Red Cross Blood Bank,AB-,15,1
2025-04-04,Bhopal,Red Cross Blood Bank,O+,85,10
2025-04-04,Bhopal,Red Cross Blood Bank,O-,0,10
2025-04-04,Bhopal,City Care Blood Bank,A+,17,8
2025-04-04,Bhopal,City Care Blood Bank,A-,28,4
2025-04-04,Bhopal,City Care Blood Bank,B+,37,4
2025-04-04,Bhopal,City Care Blood Bank,B-,35,0
2025-04-04,Bhopal,City Care Blood Bank,AB+,43,7
2025-04-04,Bhopal,City Care Blood Bank,AB-,23,8
2025-04-04,Bhopal,City Care Blood Bank,O+,106,5
2025-04-04,Bhopal,City Care Blood Bank,O-,8,5
2025-04-04,Bhopal,LifeLine Blood Center,A+,41,9
2025-04-04,Bhopal,LifeLine Blood Center,A-,11,7
2025-04-04,Bhopal,LifeLine Blood Center,B+,27,1
2025-04-04,Bhopal,LifeLine Blood Center,B-,28,10
2025-04-04,Bhopal,LifeLine Blood Center,AB+,95,9
2025-04-04,Bhopal,LifeLine Blood Center,AB-,0,3
2025-04-04,Bhopal,LifeLine Blood Center,O+,60,4
2025-04-04,Bhopal,LifeLine Blood Center,O-,16,0
2025-04-04,Bhopal,Hope Blood Bank,A+,50,5
2025-04-04,Bhopal,Hope Blood Bank,A-,20,0
2025-04-04,Bhopal,Hope Blood Bank,B+,43,6
2025-04-04,Bhopal,Hope Blood Bank,B-,12,1
2025-04-04,Bhopal,Hope Blood Bank,AB+,50,5
2025-04-04,Bhopal,Hope Blood Bank,AB-,12,10
2025-04-04,Bhopal,Hope Blood Bank,O+,47,6
2025-04-04,Bhopal,Hope Blood Bank,O-,22,4
2025-04-04,Bhopal,Metro Blood Bank,A+,97,7
2025-04-04,Bhopal,Metro Blood Bank,A-,21,9
2025-04-04,Bhopal,Metro Blood Bank,B+,37,7
2025-04-04,Bhopal,Metro Blood Bank,B-,36,8
2025-04-04,Bhopal,Metro Blood Bank,AB+,52,10
2025-04-04,Bhopal,Metro Blood Bank,AB-,0,6
2025-04-04,Bhopal,Metro Blood Bank,O+,77,5
2025-04-04,Bhopal,Metro Blood Bank,O-,2,8
2025-04-04,Indore,Red Cross Blood Bank,A+,26,10
2025-04-04,Indore,Red Cross Blood Bank,A-,34,7
2025-04-04,Indore,Red Cross Blood Bank,B+,48,2
2025-04-04,Indore,Red Cross Blood Bank,B-,28,10
2025-04-04,Indore,Red Cross Blood Bank,AB+,76,0
2025-04-04,Indore,Red Cross Blood Bank,AB-,15,0
2025-04-04,Indore,Red Cross Blood Bank,O+,85,0
2025-04-04,Indore,Red Cross Blood Bank,O-,0,6
2025-04-04,Indore,City Care Blood Bank,A+,111,9
2025-04-04,Indore,City Care Blood Bank,A-,8,4
2025-04-04,Indore,City Care Blood Bank,B+,98,4
2025-04-04,Indore,City Care Blood Bank,B-,32,6
2025-04-04,Indore,City Care Blood Bank,AB+,16,8
2025-04-04,Indore,City Care Blood Bank,AB-,1,9
2025-04-04,Indore,City Care Blood Bank,O+,42,0
2025-04-04,Indore,City Care Blood Bank,O-,9,5
2025-04-04,Indore,LifeLine Blood Center,A+,78,10
2025-04-04,Indore,LifeLine Blood Center,A-,31,0
2025-04-04,Indore,LifeLine Blood Center,B+,66,1
2025-04-04,Indore,LifeLine Blood Center,B-,9,1
2025-04-04,Indore,LifeLine Blood Center,AB+,112,6
2025-04-04,Indore,LifeLine Blood Center,AB-,2,5
2025-04-04,Indore,LifeLine Blood Center,O+,16,5
2025-04-04,Indore,LifeLine Blood Center,O-,22,10
2025-04-04,Indore,Hope Blood Bank,A+,21,5
2025-04-04,Indore,Hope Blood Bank,A-,9,6
2025-04-04,Indore,Hope Blood Bank,B+,46,1
2025-04-04,Indore,Hope Blood Bank,B-,25,1
2025-04-04,Indore,Hope Blood Bank,AB+,64,9
2025-04-04,Indore,Hope Blood Bank,AB-,8,1
2025-04-04,Indore,Hope Blood Bank,O+,79,8
2025-04-04,Indore,Hope Blood Bank,O-,24,4
2025-04-04,Indore,Metro Blood Bank,A+,12,3
2025-04-04,Indore,Metro Blood Bank,A-,8,9
2025-04-04,Indore,Metro Blood Bank,B+,93,2
2025-04-04,Indore,Metro Blood Bank,B-,33,3
2025-04-04,Indore,Metro Blood Bank,AB+,55,1
2025-04-04,Indore,Metro Blood Bank,AB-,7,10
2025-04-04,Indore,Metro Blood Bank,O+,68,9
2025-04-04,Indore,Metro Blood Bank,O-,14,4
2025-04-04,Jabalpur,Red Cross Blood Bank,A+,67,0
2025-04-04,Jabalpur,Red Cross Blood Bank,A-,7,0
2025-04-04,Jabalpur,Red Cross Blood Bank,B+,86,7
2025-04-04,Jabalpur,Red Cross Blood Bank,B-,10,0
2025-04-04,Jabalpur,Red Cross Blood Bank,AB+,13,8
2025-04-04,Jabalpur,Red Cross Blood Bank,AB-,3,1
2025-04-04,Jabalpur,Red Cross Blood Bank,O+,9,3
2025-04-04,Jabalpur,Red Cross Blood Bank,O-,0,1
2025-04-04,Jabalpur,City Care Blood Bank,A+,11,0
2025-04-04,Jabalpur,City Care Blood Bank,A-,24,4
2025-04-04,Jabalpur,City Care Blood Bank,B+,90,1
2025-04-04,Jabalpur,City Care Blood Bank,B-,26,7
2025-04-04,Jabalpur,City Care Blood Bank,AB+,19,9
2025-04-04,Jabalpur,City Care Blood Bank,AB-,10,1
2025-04-04,Jabalpur,City Care Blood Bank,O+,94,10
2025-04-04,Jabalpur,City Care Blood Bank,O-,17,8
2025-04-04,Jabalpur,LifeLine Blood Center,A+,41,6
2025-04-04,Jabalpur,LifeLine Blood Center,A-,14,6
2025-04-04,Jabalpur,LifeLine Blood Center,B+,17,7
2025-04-04,Jabalpur,LifeLine Blood Center,B-,12,9
2025-04-04,Jabalpur,LifeLine Blood Center,AB+,68,3
2025-04-04,Jabalpur,LifeLine Blood Center,AB-,10,0
2025-04-04,Jabalpur,LifeLine Blood Center,O+,15,5
2025-04-04,Jabalpur,LifeLine Blood Center,O-,16,8
2025-04-04,Jabalpur,Hope Blood Bank,A+,38,6
2025-04-04,Jabalpur,Hope Blood Bank,A-,11,10
2025-04-04,Jabalpur,Hope Blood Bank,B+,15,7
2025-04-04,Jabalpur,Hope Blood Bank,B-,9,9
2025-04-04,Jabalpur,Hope Blood Bank,AB+,38,9
2025-04-04,Jabalpur,Hope Blood Bank,AB-,15,7
2025-04-04,Jabalpur,Hope Blood Bank,O+,73,5
2025-04-04,Jabalpur,Hope Blood Bank,O-,0,4
2025-04-04,Jabalpur,Metro Blood Bank,A+,44,5
2025-04-04,Jabalpur,Metro Blood Bank,A-,18,4
2025-04-04,Jabalpur,Metro Blood Bank,B+,57,7
2025-04-04,Jabalpur,Metro Blood Bank,B-,19,10
2025-04-04,Jabalpur,Metro Blood Bank,AB+,30,3
2025-04-04,Jabalpur,Metro Blood Bank,AB-,11,6
2025-04-04,Jabalpur,Metro Blood Bank,O+,20,5
2025-04-04,Jabalpur,Metro Blood Bank,O-,0,3
2025-04-04,Gwalior,Red Cross Blood Bank,A+,83,1
2025-04-04,Gwalior,Red Cross Blood Bank,A-,9,3
2025-04-04,Gwalior,Red Cross Blood Bank,B+,89,0
2025-04-04,Gwalior,Red Cross Blood Bank,B-,13,7
2025-04-04,Gwalior,Red Cross Blood Bank,AB+,61,3
2025-04-04,Gwalior,Red Cross Blood Bank,AB-,8,10
2025-04-04,Gwalior,Red Cross Blood Bank,O+,30,10
2025-04-04,Gwalior,Red Cross Blood Bank,O-,6,1
2025-04-04,Gwalior,City Care Blood Bank,A+,80,0
2025-04-04,Gwalior,City Care Blood Bank,A-,30,8
2025-04-04,Gwalior,City Care Blood Bank,B+,76,1
2025-04-04,Gwalior,City Care Blood Bank,B-,8,9
2025-04-04,Gwalior,City Care Blood Bank,AB+,43,9
2025-04-04,Gwalior,City Care Blood Bank,AB-,1,4
2025-04-04,Gwalior,City Care Blood Bank,O+,28,4
2025-04-04,Gwalior,City Care Blood Bank,O-,18,10
2025-04-04,Gwalior,LifeLine Blood Center,A+,48,9
2025-04-04,Gwalior,LifeLine Blood Center,A-,11,4
2025-04-04,Gwalior,LifeLine Blood Center,B+,87,7
2025-04-04,Gwalior,LifeLine Blood Center,B-,13,9
2025-04-04,Gwalior,LifeLine Blood Center,AB+,83,8
2025-04-04,Gwalior,LifeLine Blood Center,AB-,4,1
2025-04-04,Gwalior,LifeLine Blood Center,O+,58,2
2025-04-04,Gwalior,LifeLine Blood Center,O-,20,4
2025-04-04,Gwalior,Hope Blood Bank,A+,86,3
2025-04-04,Gwalior,Hope Blood Bank,A-,17,5
2025-04-04,Gwalior,Hope Blood Bank,B+,96,2
2025-04-04,Gwalior,Hope Blood Bank,B-,13,0
2025-04-04,Gwalior,Hope Blood Bank,AB+,51,3
2025-04-04,Gwalior,Hope Blood Bank,AB-,16,10
2025-04-04,Gwalior,Hope Blood Bank,O+,84,7
2025-04-04,Gwalior,Hope Blood Bank,O-,8,4
2025-04-04,Gwalior,Metro Blood Bank,A+,81,0
2025-04-04,Gwalior,Metro Blood Bank,A-,5,6
2025-04-04,Gwalior,Metro Blood Bank,B+,63,3
2025-04-04,Gwalior,Metro Blood Bank,B-,10,9
2025-04-04,Gwalior,Metro Blood Bank,AB+,29,1
2025-04-04,Gwalior,Metro Blood Bank,AB-,0,7
2025-04-04,Gwalior,Metro Blood Bank,O+,36,6
2025-04-04,Gwalior,Metro Blood Bank,O-,16,6
2025-04-04,Ujjain,Red Cross Blood Bank,A+,79,5
2025-04-04,Ujjain,Red Cross Blood Bank,A-,10,7
2025-04-04,Ujjain,Red Cross Blood Bank,B+,62,8
2025-04-04,Ujjain,Red Cross Blood Bank,B-,7,4
2025-04-04,Ujjain,Red Cross Blood Bank,AB+,68,6
2025-04-04,Ujjain,Red Cross Blood Bank,AB-,7,6
2025-04-04,Ujjain,Red Cross Blood Bank,O+,50,5
2025-04-04,Ujjain,Red Cross Blood Bank,O-,7,0
2025-04-04,Ujjain,City Care Blood Bank,A+,44,1
2025-04-04,Ujjain,City Care Blood Bank,A-,20,0
2025-04-04,Ujjain,City Care Blood Bank,B+,9,10
2025-04-04,Ujjain,City Care Blood Bank,B-,9,6
2025-04-04,Ujjain,City Care Blood Bank,AB+,64,10
2025-04-04,Ujjain,City Care Blood Bank,AB-,7,7
2025-04-04,Ujjain,City Care Blood Bank,O+,20,4
2025-04-04,Ujjain,City Care Blood Bank,O-,6,3
2025-04-04,Ujjain,LifeLine Blood Center,A+,47,5
2025-04-04,Ujjain,LifeLine Blood Center,A-,20,7
2025-04-04,Ujjain,LifeLine Blood Center,B+,73,4
2025-04-04,Ujjain,LifeLine Blood Center,B-,14,3
2025-04-04,Ujjain,LifeLine Blood Center,AB+,61,8
2025-04-04,Ujjain,LifeLine Blood Center,AB-,14,5
2025-04-04,Ujjain,LifeLine Blood Center,O+,20,6
2025-04-04,Ujjain,LifeLine Blood Center,O-,7,10
2025-04-04,Ujjain,Hope Blood Bank,A+,62,0
2025-04-04,Ujjain,Hope Blood Bank,A-,7,2
2025-04-04,Ujjain,Hope Blood Bank,B+,9,0
2025-04-04,Ujjain,Hope Blood Bank,B-,22,8
2025-04-04,Ujjain,Hope Blood Bank,AB+,70,10
2025-04-04,Ujjain,Hope Blood Bank,AB-,0,9
2025-04-04,Ujjain,Hope Blood Bank,O+,53,5
2025-04-04,Ujjain,Hope Blood Bank,O-,0,3
2025-04-04,Ujjain,Metro Blood Bank,A+,68,7
2025-04-04,Ujjain,Metro Blood Bank,A-,7,3
2025-04-04,Ujjain,Metro Blood Bank,B+,11,2
2025-04-04,Ujjain,Metro Blood Bank,B-,24,5
2025-04-04,Ujjain,Metro Blood Bank,AB+,26,6
2025-04-04,Ujjain,Metro Blood Bank,AB-,4,1
2025-04-04,Ujjain,Metro Blood Bank,O+,24,4
2025-04-04,Ujjain,Metro Blood Bank,O-,7,4
2025-04-04,Sagar,Red Cross Blood Bank,A+,56,9
2025-04-04,Sagar,Red Cross Blood Bank,A-,13,8
2025-04-04,Sagar,Red Cross Blood Bank,B+,18,3
2025-04-04,Sagar,Red Cross Blood Bank,B-,22,1
2025-04-04,Sagar,Red Cross Blood Bank,AB+,63,7
2025-04-04,Sagar,Red Cross Blood Bank,AB-,0,5
2025-04-04,Sagar,Red Cross Blood Bank,O+,66,7
2025-04-04,Sagar,Red Cross Blood Bank,O-,13,1
2025-04-04,Sagar,City Care Blood Bank,A+,39,10
2025-04-04,Sagar,City Care Blood Bank,A-,11,8
2025-04-04,Sagar,City Care Blood Bank,B+,61,2
2025-04-04,Sagar,City Care Blood Bank,B-,19,4
2025-04-04,Sagar,City Care Blood Bank,AB+,27,3
2025-04-04,Sagar,City Care Blood Bank,AB-,9,2
2025-04-04,Sagar,City Care Blood Bank,O+,64,6
2025-04-04,Sagar,City Care Blood Bank,O-,0,6
2025-04-04,Sagar,LifeLine Blood Center,A+,45,5
2025-04-04,Sagar,LifeLine Blood Center,A-,20,2
2025-04-04,Sagar,LifeLine Blood Center,B+,14,9
2025-04-04,Sagar,LifeLine Blood Center,B-,22,8
2025-04-04,Sagar,LifeLine Blood Center,AB+,77,8
2025-04-04,Sagar,LifeLine Blood Center,AB-,5,8
2025-04-04,Sagar,LifeLine Blood Center,O+,65,7
2025-04-04,Sagar,LifeLine Blood Center,O-,11,1
2025-04-04,Sagar,Hope Blood Bank,A+,73,8
2025-04-04,Sagar,Hope Blood Bank,A-,21,5
2025-04-04,Sagar,Hope Blood Bank,B+,11,5
2025-04-04,Sagar,Hope Blood Bank,B-,9,1
2025-04-04,Sagar,Hope Blood Bank,AB+,11,8
2025-04-04,Sagar,Hope Blood Bank,AB-,6,2
2025-04-04,Sagar,Hope Blood Bank,O+,16,3
2025-04-04,Sagar,Hope Blood Bank,O-,14,2
2025-04-04,Sagar,Metro Blood Bank,A+,47,5
2025-04-04,Sagar,Metro Blood Bank,A-,6,8
2025-04-04,Sagar,Metro Blood Bank,B+,66,0
2025-04-04,Sagar,Metro Blood Bank,B-,9,4
2025-04-04,Sagar,Metro Blood Bank,AB+,19,1
2025-04-04,Sagar,Metro Blood Bank,AB-,13,9
2025-04-04,Sagar,Metro Blood Bank,O+,78,7
2025-04-04,Sagar,Metro Blood Bank,O-,17,6
2025-04-05,Bhopal,Red Cross Blood Bank,A+,117,1
2025-04-05,Bhopal,Red Cross Blood Bank,A-,32,4
2025-04-05,Bhopal,Red Cross Blood Bank,B+,57,0
2025-04-05,Bhopal,Red Cross Blood Bank,B-,31,6
2025-04-05,Bhopal,Red Cross Blood Bank,AB+,20,0
2025-04-05,Bhopal,Red Cross Blood Bank,AB-,7,8
2025-04-05,Bhopal,Red Cross Blood Bank,O+,112,1
2025-04-05,Bhopal,Red Cross Blood Bank,O-,22,10
2025-04-05,Bhopal,City Care Blood Bank,A+,122,8
2025-04-05,Bhopal,City Care Blood Bank,A-,18,10
2025-04-05,Bhopal,City Care Blood Bank,B+,112,3
2025-04-05,Bhopal,City Care Blood Bank,B-,12,3
2025-04-05,Bhopal,City Care Blood Bank,AB+,12,10
2025-04-05,Bhopal,City Care Blood Bank,AB-,16,1
2025-04-05,Bhopal,City Care Blood Bank,O+,35,1
2025-04-05,Bhopal,City Care Blood Bank,O-,8,5
2025-04-05,Bhopal,LifeLine Blood Center,A+,101,4
2025-04-05,Bhopal,LifeLine Blood Center,A-,15,3
2025-04-05,Bhopal,LifeLine Blood Center,B+,121,10
2025-04-05,Bhopal,LifeLine Blood Center,B-,10,2
2025-04-05,Bhopal,LifeLine Blood Center,AB+,106,0
2025-04-05,Bhopal,LifeLine Blood Center,AB-,15,2
2025-04-05,Bhopal,LifeLine Blood Center,O+,73,8
2025-04-05,Bhopal,LifeLine Blood Center,O-,2,6
2025-04-05,Bhopal,Hope Blood Bank,A+,121,6
2025-04-05,Bhopal,Hope Blood Bank,A-,30,3
2025-04-05,Bhopal,Hope Blood Bank,B+,83,6
2025-04-05,Bhopal,Hope Blood Bank,B-,17,4
2025-04-05,Bhopal,Hope Blood Bank,AB+,38,7
2025-04-05,Bhopal,Hope Blood Bank,AB-,2,4
2025-04-05,Bhopal,Hope Blood Bank,O+,110,3
2025-04-05,Bhopal,Hope Blood Bank,O-,12,8
2025-04-05,Bhopal,Metro Blood Bank,A+,98,7
2025-04-05,Bhopal,Metro Blood Bank,A-,7,8
2025-04-05,Bhopal,Metro Blood Bank,B+,46,6
2025-04-05,Bhopal,Metro Blood Bank,B-,23,6
2025-04-05,Bhopal,Metro Blood Bank,AB+,121,1
2025-04-05,Bhopal,Metro Blood Bank,AB-,15,0
2025-04-05,Bhopal,Metro Blood Bank,O+,117,0
2025-04-05,Bhopal,Metro Blood Bank,O-,2,1
2025-04-05,Indore,Red Cross Blood Bank,A+,73,7
2025-04-05,Indore,Red Cross Blood Bank,A-,25,3
2025-04-05,Indore,Red Cross Blood Bank,B+,69,5
2025-04-05,Indore,Red Cross Blood Bank,B-,32,6
2025-04-05,Indore,Red Cross Blood Bank,AB+,36,10
2025-04-05,Indore,Red Cross Blood Bank,AB-,16,10
2025-04-05,Indore,Red Cross Blood Bank,O+,74,7
2025-04-05,Indore,Red Cross Blood Bank,O-,20,9
2025-04-05,Indore,City Care Blood Bank,A+,86,7
2025-04-05,Indore,City Care Blood Bank,A-,6,4
2025-04-05,Indore,City Care Blood Bank,B+,108,3
2025-04-05,Indore,City Care Blood Bank,B-,10,6
2025-04-05,Indore,City Care Blood Bank,AB+,30,5
2025-04-05,Indore,City Care Blood Bank,AB-,0,4
2025-04-05,Indore,City Care Blood Bank,O+,94,6
2025-04-05,Indore,City Care Blood Bank,O-,7,8
2025-04-05,Indore,LifeLine Blood Center,A+,44,8
2025-04-05,Indore,LifeLine Blood Center,A-,15,7
2025-04-05,Indore,LifeLine Blood Center,B+,72,2
2025-04-05,Indore,LifeLine Blood Center,B-,12,7
2025-04-05,Indore,LifeLine Blood Center,AB+,33,3
2025-04-05,Indore,LifeLine Blood Center,AB-,21,8
2025-04-05,Indore,LifeLine Blood Center,O+,81,10
2025-04-05,Indore,LifeLine Blood Center,O-,21,2
2025-04-05,Indore,Hope Blood Bank,A+,43,9
2025-04-05,Indore,Hope Blood Bank,A-,26,3
2025-04-05,Indore,Hope Blood Bank,B+,19,6
2025-04-05,Indore,Hope Blood Bank,B-,13,8
2025-04-05,Indore,Hope Blood Bank,AB+,72,2
2025-04-05,Indore,Hope Blood Bank,AB-,19,10
2025-04-05,Indore,Hope Blood Bank,O+,36,8
2025-04-05,Indore,Hope Blood Bank,O-,16,6
2025-04-05,Indore,Metro Blood Bank,A+,84,7
2025-04-05,Indore,Metro Blood Bank,A-,28,3
2025-04-05,Indore,Metro Blood Bank,B+,56,7
2025-04-05,Indore,Metro Blood Bank,B-,22,1
2025-04-05,Indore,Metro Blood Bank,AB+,106,7
2025-04-05,Indore,Metro Blood Bank,AB-,20,3
2025-04-05,Indore,Metro Blood Bank,O+,46,10
2025-04-05,Indore,Metro Blood Bank,O-,14,2
2025-04-05,Jabalpur,Red Cross Blood Bank,A+,80,8
2025-04-05,Jabalpur,Red Cross Blood Bank,A-,12,5
2025-04-05,Jabalpur,Red Cross Blood Bank,B+,40,9
2025-04-05,Jabalpur,Red Cross Blood Bank,B-,20,4
2025-04-05,Jabalpur,Red Cross Blood Bank,AB+,80,6
2025-04-05,Jabalpur,Red Cross Blood Bank,AB-,6,8
2025-04-05,Jabalpur,Red Cross Blood Bank,O+,71,7
2025-04-05,Jabalpur,Red Cross Blood Bank,O-,17,1
2025-04-05,Jabalpur,City Care Blood Bank,A+,30,8
2025-04-05,Jabalpur,City Care Blood Bank,A-,10,3
2025-04-05,Jabalpur,City Care Blood Bank,B+,26,8
2025-04-05,Jabalpur,City Care Blood Bank,B-,24,1
2025-04-05,Jabalpur,City Care Blood Bank,AB+,34,2
2025-04-05,Jabalpur,City Care Blood Bank,AB-,4,2
2025-04-05,Jabalpur,City Care Blood Bank,O+,15,10
2025-04-05,Jabalpur,City Care Blood Bank,O-,10,10
2025-04-05,Jabalpur,LifeLine Blood Center,A+,19,3
2025-04-05,Jabalpur,LifeLine Blood Center,A-,5,8
2025-04-05,Jabalpur,LifeLine Blood Center,B+,33,4
2025-04-05,Jabalpur,LifeLine Blood Center,B-,19,6
2025-04-05,Jabalpur,LifeLine Blood Center,AB+,34,10
2025-04-05,Jabalpur,LifeLine Blood Center,AB-,2,1
2025-04-05,Jabalpur,LifeLine Blood Center,O+,56,9
2025-04-05,Jabalpur,LifeLine Blood Center,O-,8,9
2025-04-05,Jabalpur,Hope Blood Bank,A+,95,9
2025-04-05,Jabalpur,Hope Blood Bank,A-,9,7
2025-04-05,Jabalpur,Hope Blood Bank,B+,71,7
2025-04-05,Jabalpur,Hope Blood Bank,B-,26,6
2025-04-05,Jabalpur,Hope Blood Bank,AB+,84,10
2025-04-05,Jabalpur,Hope Blood Bank,AB-,12,6
2025-04-05,Jabalpur,Hope Blood Bank,O+,9,0
2025-04-05,Jabalpur,Hope Blood Bank,O-,19,9
2025-04-05,Jabalpur,Metro Blood Bank,A+,71,6
2025-04-05,Jabalpur,Metro Blood Bank,A-,25,7
2025-04-05,Jabalpur,Metro Blood Bank,B+,76,3
2025-04-05,Jabalpur,Metro Blood Bank,B-,6,10
2025-04-05,Jabalpur,Metro Blood Bank,AB+,18,2
2025-04-05,Jabalpur,Metro Blood Bank,AB-,19,10
2025-04-05,Jabalpur,Metro Blood Bank,O+,32,4
2025-04-05,Jabalpur,Metro Blood Bank,O-,1,9
2025-04-05,Gwalior,Red Cross Blood Bank,A+,80,3
2025-04-05,Gwalior,Red Cross Blood Bank,A-,29,0
2025-04-05,Gwalior,Red Cross Blood Bank,B+,30,7
2025-04-05,Gwalior,Red Cross Blood Bank,B-,25,3
2025-04-05,Gwalior,Red Cross Blood Bank,AB+,16,4
2025-04-05,Gwalior,Red Cross Blood Bank,AB-,3,9
2025-04-05,Gwalior,Red Cross Blood Bank,O+,55,1
2025-04-05,Gwalior,Red Cross Blood Bank,O-,7,6
2025-04-05,Gwalior,City Care Blood Bank,A+,30,2
2025-04-05,Gwalior,City Care Blood Bank,A-,23,10
2025-04-05,Gwalior,City Care Blood Bank,B+,91,2
2025-04-05,Gwalior,City Care Blood Bank,B-,30,0
2025-04-05,Gwalior,City Care Blood Bank,AB+,76,8
2025-04-05,Gwalior,City Care Blood Bank,AB-,19,2
2025-04-05,Gwalior,City Care Blood Bank,O+,55,4
2025-04-05,Gwalior,City Care Blood Bank,O-,7,2
2025-04-05,Gwalior,LifeLine Blood Center,A+,98,2
2025-04-05,Gwalior,LifeLine Blood Center,A-,21,9
2025-04-05,Gwalior,LifeLine Blood Center,B+,99,7
2025-04-05,Gwalior,LifeLine Blood Center,B-,14,1
2025-04-05,Gwalior,LifeLine Blood Center,AB+,69,7
2025-04-05,Gwalior,LifeLine Blood Center,AB-,7,10
2025-04-05,Gwalior,LifeLine Blood Center,O+,71,6
2025-04-05,Gwalior,LifeLine Blood Center,O-,13,10
2025-04-05,Gwalior,Hope Blood Bank,A+,28,5
2025-04-05,Gwalior,Hope Blood Bank,A-,20,10
2025-04-05,Gwalior,Hope Blood Bank,B+,73,10
2025-04-05,Gwalior,Hope Blood Bank,B-,9,3
2025-04-05,Gwalior,Hope Blood Bank,AB+,90,4
2025-04-05,Gwalior,Hope Blood Bank,AB-,3,10
2025-04-05,Gwalior,Hope Blood Bank,O+,50,0
2025-04-05,Gwalior,Hope Blood Bank,O-,15,3
2025-04-05,Gwalior,Metro Blood Bank,A+,49,7
2025-04-05,Gwalior,Metro Blood Bank,A-,10,3
2025-04-05,Gwalior,Metro Blood Bank,B+,12,9
2025-04-05,Gwalior,Metro Blood Bank,B-,8,5
2025-04-05,Gwalior,Metro Blood Bank,AB+,34,7
2025-04-05,Gwalior,Metro Blood Bank,AB-,18,6
2025-04-05,Gwalior,Metro Blood Bank,O+,37,10
2025-04-05,Gwalior,Metro Blood Bank,O-,9,0
2025-04-05,Ujjain,Red Cross Blood Bank,A+,54,5
2025-04-05,Ujjain,Red Cross Blood Bank,A-,14,2
2025-04-05,Ujjain,Red Cross Blood Bank,B+,24,8
2025-04-05,Ujjain,Red Cross Blood Bank,B-,16,6
2025-04-05,Ujjain,Red Cross Blood Bank,AB+,28,3
2025-04-05,Ujjain,Red Cross Blood Bank,AB-,9,8
2025-04-05,Ujjain,Red Cross Blood Bank,O+,40,3
2025-04-05,Ujjain,Red Cross Blood Bank,O-,1,7
2025-04-05,Ujjain,City Care Blood Bank,A+,11,8
2025-04-05,Ujjain,City Care Blood Bank,A-,23,2
2025-04-05,Ujjain,City Care Blood Bank,B+,40,4
2025-04-05,Ujjain,City Care Blood Bank,B-,4,0
2025-04-05,Ujjain,City Care Blood Bank,AB+,12,10
2025-04-05,Ujjain,City Care Blood Bank,AB-,4,9
2025-04-05,Ujjain,City Care Blood Bank,O+,46,3
2025-04-05,Ujjain,City Care Blood Bank,O-,14,0
2025-04-05,Ujjain,LifeLine Blood Center,A+,32,4
2025-04-05,Ujjain,LifeLine Blood Center,A-,21,7
2025-04-05,Ujjain,LifeLine Blood Center,B+,45,9
2025-04-05,Ujjain,LifeLine Blood Center,B-,11,2
2025-04-05,Ujjain,LifeLine Blood Center,AB+,78,9
2025-04-05,Ujjain,LifeLine Blood Center,AB-,10,7
2025-04-05,Ujjain,LifeLine Blood Center,O+,68,0
2025-04-05,Ujjain,LifeLine Blood Center,O-,16,6
2025-04-05,Ujjain,Hope Blood Bank,A+,28,7
2025-04-05,Ujjain,Hope Blood Bank,A-,24,5
2025-04-05,Ujjain,Hope Blood Bank,B+,15,1
2025-04-05,Ujjain,Hope Blood Bank,B-,8,6
2025-04-05,Ujjain,Hope Blood Bank,AB+,52,4
2025-04-05,Ujjain,Hope Blood Bank,AB-,9,7
2025-04-05,Ujjain,Hope Blood Bank,O+,37,9
2025-04-05,Ujjain,Hope Blood Bank,O-,12,6
2025-04-05,Ujjain,Metro Blood Bank,A+,66,3
2025-04-05,Ujjain,Metro Blood Bank,A-,8,2
2025-04-05,Ujjain,Metro Blood Bank,B+,70,6
2025-04-05,Ujjain,Metro Blood Bank,B-,18,7
2025-04-05,Ujjain,Metro Blood Bank,AB+,53,4
2025-04-05,Ujjain,Metro Blood Bank,AB-,4,8
2025-04-05,Ujjain,Metro Blood Bank,O+,72,9
2025-04-05,Ujjain,Metro Blood Bank,O-,9,3
2025-04-05,Sagar,Red Cross Blood Bank,A+,69,6
2025-04-05,Sagar,Red Cross Blood Bank,A-,17,9
2025-04-05,Sagar,Red Cross Blood Bank,B+,73,10
